id,year,province,subject_type,batch_name,university_code,university_name,major_group_code,major_code,major_name,min_score,min_rank,plan_type,source_name,source_url,source_updated_at,created_at,updated_at
js-2024-history-1201-01-64,2024,江苏,历史,普通类本科批次,1201,江南大学,01,,(不限),601,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1201-02-65,2024,江苏,历史,普通类本科批次,1201,江南大学,02,,(不限),588,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1201-03-66,2024,江苏,历史,普通类本科批次,1201,江南大学,03,,(不限),594,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1201-04-67,2024,江苏,历史,普通类本科批次,1201,江南大学,04,,(不限),593,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1201-05-68,2024,江苏,历史,普通类本科批次,1201,江南大学,05,,(不限)(中外合作办学),583,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1201-06-69,2024,江苏,历史,普通类本科批次,1201,江南大学,06,,(思想政治),599,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1203-01-70,2024,江苏,历史,普通类本科批次,1203,无锡学院,01,,(不限),540,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1221-01-71,2024,江苏,历史,普通类本科批次,1221,中国矿业大学,01,,(不限),592,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1222-03-72,2024,江苏,历史,普通类本科批次,1222,江苏师范大学,03,,(不限),554,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1222-04-73,2024,江苏,历史,普通类本科批次,1222,江苏师范大学,04,,(不限),536,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1222-05-74,2024,江苏,历史,普通类本科批次,1222,江苏师范大学,05,,(思想政治),569,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
js-2024-history-1222-06-75,2024,江苏,历史,普通类本科批次,1222,江苏师范大学,06,,(地理),560,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2024-07-18/7219509116052443136.html,2024-07-18,2026-07-01T13:21:35.886491+00:00,2026-07-01T13:21:35.886491+00:00
